id,name,address,city,state,zip,monday,tuesday,wednesday,thursday,friday,saturday,sunday,comments,brew_type,website,x,y,created_by
1,Fulton Brewing Co,414 6th Ave N,Minneapolis,MN,55401,,3pm-10pm,3pm-10pm,3pm-10pm,3pm-11pm,12pm-11pm,12pm-6pm,"2014 - 13,000 barrels produced (5th in MN)",Brewery,http://www.fultonbeer.com/,-93.27920282199993,44.98494304000007,1
2,Modist Brewing Co,505 N 3rd St ,Minneapolis,MN,55401,,4pm-10pm,4pm-10pm,4pm-10pm,12pm-12am,12pm-12am,12pm-6pm,,Brewery,http://modistbrewing.com/,-93.27648348799995,44.98508059400006,1
3,Inbound BrewCo,701 N 5th St,Minneapolis,MN,55401,12pm-12am,12pm-12am,12pm-12am,12pm-12am,12pm-12am,11am-12am,11am-12am,,Brewery,http://inboundbrew.co,-93.28144093299993,44.98555874100003,1
4,Sisyphus Brewing,712 Ontario Ave W,Minneapolis,MN,55403,3pm-10pm,3pm-10pm,3pm-10pm,3pm-10pm,12pm-12am,12pm-12am,12pm-5pm,,Brewery,https://www.sisyphusbrewing.com/,-93.28913847699994,44.97313894000007,1
6,LynLake Brewery,2934 Lyndale Ave S,Minneapolis,MN,55408,5pm-11pm,5pm-11pm,5pm-11pm,5pm-11pm,2pm-1am,12pm-1am,12pm-10pm,,Brewery,http://www.lynlakebrewery.com/,-93.28836877499998,44.948910514000026,1
7,Eastlake Brewery & Tavern,920 E Lake St #123,Minneapolis,MN,55407,12pm-11pm,12pm-11pm,12pm-11pm,12pm-11pm,12pm-11pm,12pm-11pm,12pm-11pm,Midtown Global Market,Brewery,http://www.eastlakemgm.com/,-93.26047050799997,44.948556938000074,1
8,Insight Brewing,2821 E Hennepin,Minneapolis,MN,55413,3pm-11pm,3pm-11pm,3pm-11pm,3pm-11pm,3pm-12am,12pm-12am,12pm-11pm,,Brewery,http://www.insightbrewing.com/,-93.21316646799994,44.991793195000064,1
9,Northgate Brewing,783 Harding St NE,Minneapolis,MN,55413,,,4pm-10pm,4pm-10pm,3pm-12am,12pm-12am,12pm-8pm,,Brewery,http://www.northgatebrew.com/,-93.22135185799999,44.99845084300006,1
10,612 Brew,945 Broadway St NE,Minneapolis,MN,55413,4pm-10pm,4pm-10pm,4pm-10pm,4pm-10pm,2:30pm-12am,12pm-12am,12pm-8pm,,Brewery,http://www.612brew.com/,-93.24682450999995,44.998958824000056,1
11,Bauhaus Brew Labs,1315 Tyler St NE,Minneapolis,MN,55413,,,4pm-11pm,4pm-11pm,3pm-11pm,12pm-11pm,,,Brewery,http://bauhausbrewlabs.com/,-93.24466857199997,45.000941731000054,1
12,Sociable Cider Werks,1500 Fillmore St NE,Minneapolis,MN,55413,4pm-10pm,,4pm-10pm,4pm-11pm,4pm-12am,12pm-12am,12pm-9pm,,Brewery,http://sociablecider.com/,-93.24412786799996,45.00449865300004,1
13,Able Seedhouse and Brewery,1121 Quincy St NE,Minneapolis,MN,55413,,,3pm-11pm,3pm-11pm,12pm-11pm,12pm-11pm,12pm-8pm,,Brewery,http://ablebeer.com/,-93.25101147999999,44.99932266200005,1
14,Indeed Brewing,711 15th Ave NE,Minneapolis,,,,,3pm-11pm,3pm-11pm,12pm-11pm,12pm-11pm,12pm-8pm,,Brewery,http://www.indeedbrewing.com/,-93.25153592199996,45.00339951500006,1
15,Dangerous Man Brewing Co,1300 2nd St NE,Minneapolis,MN,55413,,4pm-10pm,4pm-10pm,4pm-10pm,3pm-12am,12pm-12am,12pm-8pm,,Brewery,http://www.dangerousmanbrewing.com/,-93.26633927599994,45.001015539000036,1
17,Fair State Brewing Cooperative,2506 Central Ave NE,Minneapolis,MN,55418,4pm-11pm,4pm-11pm,4pm-11pm,4pm-11pm,2pm-12am,12pm-12am,12pm-9pm,,Brewery,http://fairstate.coop/,-93.24756931899996,45.01353842600001,1
18,Surly Brewing Co,520 Malcolm Ave SE,Minneapolis,MN,55414,11am-11pm,11am-11pm,11am-11pm,11am-11pm,11am-12am,11am-12am,11am-11pm,"2014 - 39,000 barrels produced (4th in MN)",Brewery,http://www.surlybrewing.com/,-93.21013411399997,44.973163174000035,1
19,Utepils Brewing Co,225 Thomas Ave N,Minneapolis,MN,55405,4pm-10pm,4pm-10pm,12pm-10pm,12pm-10pm,12pm-11pm,12pm-11pm,12pm-8pm,,Brewery,https://utepilsbrewing.com/,-93.312158519,44.97865078400008,1
20,Wild Minds Artisan Ales,6031 Pillsbury Ave S,Minneapolis,MN,55419,,4pm-10pm,4pm-10pm,4pm-10pm,2pm-11pm,12pm-11pm,12pm-8pm,,Brewery,https://www.wildmindales.com/,-93.28169855199998,44.89317669300003,1
23,Broken Clock Brewing Coop.,3134 California St NE,Minneapolis,MN,55418,,,,,one weekend,per,month,Pint sales one weekend a month,Brewery,http://brokenclockbrew.com/,-93.270706632,45.025418899000044,1
25,Finnegan's Brewing Co,502 S 9th St,Minneapolis,MN,55414,,,,,,,,,,https://finnegans.org/,-93.26595146999993,44.97210059400004,1
26,Ashby Brewing Co,109 Main St,Ashby,MN,56309,,,,,,,,,,http://ashbybrewing.us/,-95.81688158999998,46.09296098000004,1
27,Venn Brewing Co,3550 E 46th St,Minneapolis,MN,55406,,,,,,,,,,http://www.vennbrewing.com/,-93.21987953199994,44.919938023000036,1
29,Urban Growler Brewing Co,2325 Endicott St,St Paul,MN,55114,,11am-10pm,11am-10pm,11am-10pm,11am-11pm,11am-11pm,11am-8pm,,Brewery,http://www.urbangrowlerbrewing.com/,-93.19289447199998,44.97008309300003,1
30,Lake Monster Brewing,550 Vandalia St,St Paul,MN,55114,4pm-10pm,4pm-10pm,4pm-10pm,4pm-10pm,2pm-12am,12pm-12am,12pm-8pm,,Brewery,http://www.lakemonsterbrewing.com/,-93.19091054499995,44.957685494000025,1
31,Dual Citizen Brewing,735 Raymond Ave,St Paul,MN,55114,,,,,,,,,,,-93.19799848699995,44.96325504500004,1
32,Burning Brothers Brewing Co,1750 W Thomas Ave,St Paul,MN,55104,,,4pm-10pm,4pm-10pm,2pm-10pm,12pm-10pm,12pm-6pm,,Brewery,http://www.burnbrosbrew.com/,-93.17453892199995,44.95899820700002,1
33,Summit Brewing Co,910 Montreal Cir,St Paul,MN,55102,,,,4pm-8pm,4pm-10pm,12pm-10pm,,"2014 - 132,870 barrels produced (2nd in MN)",Brewery,http://www.summitbrewing.com/,-93.13977174099995,44.91358918300005,1
34,Bad Weather Brewing Co,414 7th St W,St Paul,MN,55102,3pm-10pm,3pm-10pm,3pm-10pm,3pm-10pm,3pm-12am,12pm-12am,12pm-9pm,,Brewery,http://www.badweatherbrewery.com/,-93.11005112799995,44.93862839500008,1
36,Wabasha Brewing Co,429 Wabasha St S,St Paul,MN,55107,,4pm-10pm,3pm-10pm,3pm-11pm,3pm-11pm,12pm-11pm,12pm-8pm,,Brewery,http://www.wabashabrewing.com/,-93.08470120699997,44.93293607700008,1
37,Flat Earth Brewing Co,688 Minnehaha Ave E,St Paul,MN,55106,,3:30pm-9:30pm,3:30pm-8pm,3:30pm-10pm,3:30pm-11pm,12pm-11pm,12pm-6:30pm,,Brewery,http://www.flatearthbrewing.com/,-93.07182868799997,44.96229682400007,1
38,BlackStack Brewing Co,755 Prior Ave N,St Paul,MN,55104,4pm-11pm,4pm-11pm,4pm-11pm,4pm-11pm,12pm-12am,12pm-12am,12pm-10pm,,Brewery,http://www.blackstackbrewing.com/,-93.18247252099997,44.963793387000074,1
39,LowerTown Brewing Co,282 6th St E,St Paul,MN,55101,,,,,,,,,,http://www.lowertownbrewery.ca/,-93.08672645499995,44.95041162700005,1
40,Barrel Theory,248 E 7th Street,St Paul,MN,55101,,,3pm-10pm,3pm-10pm,3pm-10pm,12pm-10pm,12pm-8pm,,Brewery,https://barreltheory.com/,-93.08825375999999,44.95090043100003,1
41,Yoerg Brewing Co,427 Wabasha St S,St Paul,MN,55107,,,,,,,,,Brewery,http://yoergbeer.com,-93.08457331099997,44.93318498600006,1
42,Waldmann Brewing,445 Smith Ave,St Paul,MN,55102,,11am - 10pm,11am - 10pm,11am - 10pm,11am - 12am,11am - 12am,11am - 9pm,,Brewery,http://waldmannbrewery.com,-93.10955653599996,44.93830234800003,1
43,Clutch Brewing,399 Webster St,St Paul,MN,55102,,,,,,,,,Brewery,http://clutchbeer.com,-93.12458957499996,44.92874320600003,1
44,12welve Eyes Brewing Co,141 E 4th St,St Paul,MN,55101,4pm-9pm,4pm-9pm,4pm-9pm,4pm-9pm,3pm-10pm,12pm-10pm,12pm-8pm,,Brewery,https://12welveeyes.com/,-93.08951669599998,44.947054244000064,1
45,Culhane Brewing Co,201 4th St. E,St Paul,MN,55101,,,,,,,,,Brewery,http://culhanebrewing.com/menu/,-93.08738066599994,44.94813038100004,1
46,Stacked Deck Brewing Co,425 Cedar St,St Paul,MN,55101,,,,,,,,,,http://www.stackeddeckbrewing.com/,-93.09466963299997,44.94727824400007,1
47,Alloy Brewing Co,2700 Coon Rapids Blvd,Coon Rapids,MN,55433,,,4pm-10pm,4pm-10pm,4pm-11pm,12pm-11pm,12pm-8pm,,Brewery,https://www.alloybrewingcompany.com/,-93.33669429999999,45.16958652400006,1
49,Bald Man Brewing Co,2020 Silver Bell Rd,Eagan,MN,55122,,3pm-11pm,3pm-11pm,3pm-11pm,11am-12am,11am-12am,11am-8pm,,Brewery,http://baldmanbrewing.com,-93.21089164499993,44.819624382000036,1
50,Spilled Grain Brewhouse,300 Elm St E,Annandale,MN,55302,,,,4pm-10pm,3pm-11pm,11am-11pm,12pm-6pm,,Brewery,http://www.spilledgrainbrewhouse.com/,-94.11844180899999,45.259513221000084,1
51,OMNI Brewing Co,9462 Deerwood Lane N,Osseo,MN,55369,,3pm-10pm,3pm-10pm,3pm-10pm,12pm-11pm,12pm-11pm,12pm-10pm,,Brewery,https://www.omnibrewing.com/,-93.42541391099996,45.126449713000056,1
52,10K Brewing,2005 2nd Ave,Anoka,MN,55303,,,4pm-10pm,3pm-10pm,3pm-11pm,12pm-11pm,12pm-8pm,,Brewery,http://10kbrew.com/,-93.38954748099997,45.198265451000054,1
53,The Wicked Wort Brewing Co,4165 W Broadway Ave,Robbinsdale,MN,55422,3pm-10pm,3pm-11pm,3pm-11pm,3pm-11pm,12pm-12:00am,12pm-12am,11:30am-9pm,,Brewery,http://www.wickedwortbrewingco.com/,-93.33915049099996,45.03091501400008,1
54,Steel Toe Brewing Co,4848 W 35th St,St Louis Park,MN,55416,,3pm-10pm,3pm-10pm,3pm-10pm,3pm-10pm,12pm-10pm,12pm-6pm,,Brewery,http://www.steeltoebrewing.com/,-93.34126760299995,44.94143350100008,1
55,Maple Island Brewing Co,225 Main St N,Stillwater,MN,55082,12pm-8pm,12pm-10pm,12pm-10pm,12pm-10pm,12pm-10pm,12pm-10pm,12pm-8pm,,Brewery,http://www.mapleislandbrewing.com/,-92.80658642099996,45.05816454700004,1
56,Badger Hill Brewing Co,4571 Valley Industrial Blvd,Shakopee,MN,55379,,3pm-10pm,3pm-10pm,3pm-10pm,12pm-11pm,12pm-11pm,11:30am-10pm,,Brewery,http://www.badgerhillbrewing.com/,-93.46072117499995,44.79399181100006,1
57,Mankato Brewery,1119 Center St,North Mankato,MN,56003,,4pm-7pm,,4pm-7pm,4pm-7pm,12pm-7pm,10am-4pm,,Brewery,http://mankatobrewery.com/,-94.01407390899999,44.181480918000034,1
58,Montgomery Brewing Co,306 2nd St NW,Montgomery,MN,56069,,,3pm-8pm,3pm-8pm,3pm-8pm,1pm-8pm,11am-2pm,,Brewery,http://www.montgomerybrewing.com,-93.58282861699996,44.441277323000065,1
59,Oswald Brewing Co,110 S Main St,Blue Earth,MN,56013,,,,3pm-7pm,3pm-10pm,1pm-10pm,1pm-5pm,,Brewery,https://www.oswaldbrewingcompany.com,-94.10260042199995,43.63822575900007,1
60,Angry Inch Brewing Co,20730 Holyoke Ave,Lakeville,MN,55044,,,2pm-10pm,2pm-10pm,12pm-12am,12pm-12am,12pm-8pm,,Brewery,https://www.angryinchbrewing.com,-93.24301131699997,44.64760787900008,1
61,Blacklist Artisan Ales,120 E Superior St,Duluth,MN,55802,3pm-12am,3pm-12am,3pm-12am,3pm-12am,11am-1am,11am-1am,11am-1am,2016 - 250 barrels produced,Brewery,https://blacklistbeer.com/,-92.09605749299999,46.78834544000006,1
62,Clockwerks Brewing Co,25 4th St N,Minneapolis,MN,55401,3pm-10pm,3pm-10pm,3pm-10pm,3pm-10pm,3pm-12am,12pm-12am,12pm-8pm,,Brewery,http://www.clockwerksbrewing.com/,-93.27239277699994,44.980875791000074,1
63,Roets Jordan Brewing Co,230 Broadway St S,Jordan,MN,55352,,,,,3pm-10pm,3pm-10pm,12pm-6pm,,Brewery,http://roetsjordanbrewery.com,-93.62625989599997,44.66549976600003,1
64,Tanzenwald Brewing Co,103 Water St N,Northfield,MN,55057,,3pm-10pm,3pm-10pm,3pm-10pm,11am-11pm,11am-11pm,11am-8pm,,Brewery,http://www.tanzenwald.com,-93.16208770899999,44.45964725700003,1
65,Tilion Brewing Co,432 Mill St W,Cannon Falls,MN,55009,,,,,,,,,Brewery,https://tilionbrewing.com,-92.90699473199999,44.508143308000044,1
66,Spiral Brewery,109 2ND ST E,Hastings,MN,55033,,,,,,,,,Brewery,http://spiralbrewery.com,-92.851856469,44.744489041000065,1
67,Imminent Brewing Co,519 Division St S,Northfield,MN,55057,,,,3pm-11pm,3pm-11pm,11am-11pm,11am-8pm,,Brewery,http://www.imminentbrewing.com,-93.15954669599995,44.45420936100004,1
68,Chapel Brewing Co,15 Co Rd 1,Dundas,MN,55019,,,,,,,,,Brewery,http://chapelbrewing.com,-93.20389199999994,44.42969146200005,1
69,Half Pint Brewing Co,40099 150th St,Waseca,MN,56093,,,,,,,,,,https://www.facebook.com/Half-Pint-Brewing-Company-1428278567395030/,-93.46933422699999,44.14021307200005,1
70,Ward House Brewery,111 W ELM AVE,Waseca,MN,56093,,,,,,,,,Brewery,https://www.facebook.com/pg/Ward-House-Brewery-2035594406669494/photos/?ref=page_internal,-93.50803441199997,44.07747355500002,1
71,Angry Hog Brewery,676-686 23RD Ave NW,Austin,MN,55912,,,,,,,,"coming soon, not open yet",Brewery,http://www.angryhogbrewery.com/about.html,-92.979878317,43.69157949100001,1
72,Giesenbru Bier Co,1302 1st St NE,New Prague,MN,56071,,,,,,,,,Brewery,https://www.giesenbraubierco.com,-93.55877567499994,44.54389511800008,1
73,Island City Brewing Co,65 E Front St,Winona,MN,55987,,4pm-10pm,4pm-10pm,4pm-10pm,12pm-12am,12pm-12am,12pm-8pm,,Brewery,http://islandcitybrew.com,-91.63466131099995,44.053685401000045,1
74,Unmapped Brewing Co,14625 Excelsior Blvd,Minnetonka,MN,55345,4pm-10pm,4pm-10pm,4pm-10pm,3pm-10pm,3pm-11pm,12pm-11pm,12pm-8pm,,Brewery,http://unmappedbrewing.com/,-93.46592187199995,44.903820101000065,1
75,Hamel Brewing Co,22 Hamel Rd,Hamel,MN,55340,,,,,,,,,,http://www.hamelbrewingcompany.com/,-93.52264877699997,45.040475763000074,1
76,Wooden Hill Brewing Co,7405 Bush Lake Rd,Edina,MN,55439,,,,,,,,not open yet,Brewery,https://woodenhillbrewing.com,-93.35910840999998,44.86763901600005,1
77,Shakopee Brew Hall,126 1st Ave E,Shakopee,MN,55379,,,3pm - 10pm,3pm - 10pm,3pm - 11pm,12pm - 11pm,12pm - 8pm,,Brewery,http://shakopeebrewhall.com,-93.52585090299999,44.79850707700007,1
78,Defender Brewing,850 Chaska Blvd,Chaska,MN,55318,,,,,,,,,Brewery,https://www.facebook.com/DefenderBrewing/,-93.61161391099996,44.783830316000035,1
79,Boathouse Brothers Brewing Co,16221 Main Ave SE,Prior Lake,MN,55372,3pm - 10pm,3pm - 10pm,3pm - 10pm,3pm - 10pm,3pm - 10pm,11am - 10pm,11am - 7pm,,Brewery,http://www.boathousebrothersbrewing.com,-93.42400432199997,44.714155597000065,1
80,Cuyuna Brewing Co,1 Main St,Crosby,MN,56441,,,,7pm-11pm,12pm-11pm,12pm-11pm,1pm-4pm,,Brewery,http://www.cuyunabrewing.com/,-93.95211282299994,46.48257435900006,1
81,Invictus Brewing,2033 105th Ave NE,Minneapolis,MN,55449,,,,,,,,,,http://invictusbrewingco.com/,-93.21942242799997,45.16097729100004,1
82,Blue Wolf Brewing Co,8515 Edinburgh Centre Dr,Brooklyn Park,MN,55443,,,,,,,,,,https://untappd.com/BlueWolfBrewingCo,-93.30619960499997,45.109293115000064,1
83,Cosmos Brewing,9686 140th St N,Hugo,MN,55038,,,,,,,,,Brewery,http://cosmosbrewing.com/21.html,-92.91200374999994,45.15316340900006,1
84,Garphish Brewing,165 Main St,Bethel,MN,55005,,,,,,,,,Brewery,https://www.facebook.com/garphishbrewing/,-93.26935397899996,45.404147438000045,1
85,Rustech Brewing Co,211 Pine St,Monticello,MN,55362,,,,,,,,expected to open in early 2018,Brewery,http://www.rustechbrewing.com,-93.79519699899998,45.30499964000006,1
87,Grainy Days Brewery and Supply,1931 W Superior St,Duluth,MN,55806,,,,,,,,"This is not a brewery or brew pub, they sell home brewing supplies",,https://www.facebook.com/GrainyDays/,-92.12309223899996,46.76809372800005,1
88,Oakhold Farmhouse Brewery,5623 N Cloquet Rd,Duluth,MN,55810,,,,,,,,,,http://www.oakholdbrewery.com/,-92.27895160099996,46.735494312000064,1
89,Rapids Brewing Co,214 N Pokegama Ave,Grand Rapids,MN,55744,,,,,,,,,,http://www.gunflinttavern.com/,-93.52798039899994,47.23432484600004,1
90,Klockow Brewing Co,36 SE 10th St,Grand Rapids,MN,55744,,,,,,,,,,https://klockowbrewing.com/,-93.52773819299993,47.22093104200007,1
91,Starry Eyed Brewing Co,16757 11th St NE,Little Falls,MN,56345,,,,,,,,,,https://www.starryeyedbrewing.com/home-1,-94.34556547599998,46.00349981700003,1
92,14 Lakes Brewing Co,36846 Co Rd 66,Crosslake,MN,56442,,,,,,,,,,https://www.ratebeer.com/brewers/14-lakes-craft-brewing-company/33000/,-94.11224985399997,46.68701791800003,1
93,Pantown Brewing Co,408 37TH AVE N,St Cloud,MN,56303,,,,,,,,,,https://www.facebook.com/The-Pantown-Brewing-Company-1912021289018755/,-94.20222426699996,45.561702695000065,1
94,Three Twenty Brewing Co,135 5th St SE,Pine City,MN,55063,,,,4pm-10pm,3pm-10pm,12pm-10pm,,,Brewery,http://www.threetwentybrewing.com/,-92.96943258099998,45.82803308800003,1
95,Revelation Ale Works,146 S. Atlantic Ave,Hallock,MN,56728,,,,,4pm-8pm,4pm-8pm,,,Brewery,http://www.revales.com,-96.94581351399995,48.773399274000035,1
96,Copper Trail Brewing Co,410 30th Ave E #103,Alexandria,MN,56308,,,,3:30pm-10pm,3:30pm-10pm,12pm-10pm,12pm-4pm,,Brewery,http://coppertrailbrewing.com/,-95.37194040999998,45.864465900000035,1
97,Red Wing Brewery,1411 Old W Main St,Red Wing,MN,55066,,4pm-9pm,4pm-9pm,4pm-9pm,12pm-10pm,12pm-10pm,12pm-8pm,,Brewery,http://www.redwingbrewing.com,-92.54735653099999,44.562662356000025,1
98,Kinney Creek Brewery,1016 7th St NW,Rochester,MN,55901,12pm-6pm,12pm-6pm,12pm-8pm,12pm-12am,12pm-12am,12pm-12am,12pm-8pm,,Brewery,http://www.kinneycreekbrewery.com/,-92.47824418499994,44.03100529500006,1
99,LTS Brewing Co,2001 32nd Ave NW,Rochester,MN,55901,3pm-10pm,3pm-10pm,3pm-10pm,3pm-10pm,3pm-10pm,11am-10pm,11am-10pm,,Brewery,http://www.ltsbrewing.com,-92.51029748599997,44.044706116000036,1
100,Karst Brewing Co,315 1st St,Fountain,MN,55935,,,,,5pm-10pm,12pm-10pm,,opened Memorial Day weekend,Brewery,http://karstbrewed.com,-92.13505331499994,43.74004735800001,1
101,F-Town Brewing Co,22 4th St NE,Faribault,MN,55021,,,3pm-9pm,3pm-9pm,3pm-10pm,12pm-10pm,12pm-3pm,,Brewery,http://www.ftownbeer.com/ftown/,-93.26735406999995,44.29499072400005,1
102,Bent Brewstillery,1744 Terrace Dr,Roseville,MN,55113,,4pm-10pm,4pm-10pm,4pm-10pm,2:30pm-12am,12pm-12am,12pm-9pm,,Brewery,http://www.bentbrewstillery.com/,-93.17386372099998,45.02434519700005,1
103,Excelsior Brewing Co,421 3rd St,Excelsior,MN,55331,,4pm-9pm,4pm-10pm,4pm-10pm,12pm-11pm,12pm-11pm,12pm-6pm,,Brewery,http://excelsiorbrew.com/,-93.56683215199996,44.90209618900006,1
104,Back Channel Brewing Collective,4787 Shoreline Dr,Spring Park,MN,55384,,,,4pm - 10pm,12pm - 10pm,12pm - 10pm,11pm - 6pm,,Brewery,https://www.backchannelbrewing.com,-93.64392886799999,44.936365238000064,1
105,LTD Brewing Co,725 Main St,Hopkins,MN,55343,4pm-10pm,4pm-10pm,4pm-10pm,3pm-10pm,2pm-12am,12pm-12am,12pm-10pm,,Brewery,http://www.ltdbrewing.com/,-93.40994862799994,44.92456567100004,1
106,Lift Bridge Brewery,1900 Tower Dr,Stillwater,MN,55082,3pm-10pm,3pm-10pm,3pm-10pm,3pm-10pm,12pm-10pm,12pm-10pm,12pm-6pm,,Brewery,http://www.liftbridgebrewery.com/,-92.83176774599997,45.039044942000025,1
107,Big Wood Brewery,2222 4th St,White Bear Lake,MN,55110,,4pm-10pm,4pm-10pm,4pm-10pm,3pm-11pm,1pm-11pm,12pm-6pm,,Brewery,http://www.bigwoodbrewery.com/,-93.00808875999998,45.085112179000085,1
108,Hammerheart Brewing Co,7785 Lake Dr,Lino Lakes,MN,55014,,2pm-10pm,2pm-10pm,2pm-10pm,2pm-10pm,2pm-10pm,12pm-8pm,,Brewery,http://www.hammerheartbrewing.com/,-93.10693847499994,45.188991326000064,1
